# SLAM estimated trajectory — TUM format
# timestamp tx ty tz qx qy qz qw
1317388360.629278898 235.457803 20.817527 68.860483 0.041059 0.500470 -0.003455 0.864773
1317388360.836864233 236.599994 21.039349 67.234186 0.041973 0.509798 -0.002029 0.859267
1317388361.044298649 237.735394 21.330528 65.614486 0.041973 0.509798 -0.002029 0.859267
1317388361.251839638 238.841972 21.594736 63.970288 0.043131 0.527471 -0.001402 0.848476
1317388361.459297419 239.862795 21.841818 62.268852 0.050361 0.552099 -0.007477 0.832223
1317388361.666777849 240.796026 22.054866 60.513303 0.049383 0.560340 -0.008305 0.826748
1317388361.874272108 241.683498 22.310881 58.739693 0.049383 0.560340 -0.008305 0.826748
1317388362.081804991 242.541995 22.596488 56.957690 0.048899 0.575556 -0.007292 0.816266
1317388362.289291143 243.378622 22.827481 55.158091 0.050091 0.597755 -0.008503 0.800068
1317388362.496796131 244.244048 23.226474 53.413016 0.049041 0.604054 -0.006763 0.795404
1317388362.704214334 244.897334 23.512925 51.546913 0.049041 0.604054 -0.006763 0.795404
1317388362.911576033 245.628491 23.772582 49.704386 0.048437 0.613069 -0.004302 0.788532
1317388363.118941545 246.311586 23.876974 47.831959 0.050232 0.621527 -0.006968 0.781749
1317388363.326335430 246.887212 24.050284 45.926836 0.052432 0.623412 -0.008855 0.780084
1317388363.429951668 247.173859 24.184774 44.978126 0.052432 0.623412 -0.008855 0.780084
1317388363.533652782 247.478277 24.325766 44.035888 0.052432 0.623412 -0.008855 0.780084
1317388363.637305975 247.784771 24.480465 43.096622 0.050231 0.624163 -0.006464 0.779651
1317388363.844845533 248.401491 24.740566 41.212039 0.050989 0.624057 -0.007115 0.779681
1317388364.052174568 249.020725 25.025151 39.331976 0.050989 0.624057 -0.007115 0.779681
1317388364.259524584 249.627732 25.302249 37.446597 0.050517 0.622213 -0.009392 0.781160
1317388364.363259077 249.937065 25.441914 36.505947 0.050517 0.622213 -0.009392 0.781160
1317388364.467314005 250.244823 25.579412 35.564417 0.050699 0.620137 -0.010320 0.782785
1317388364.571248531 250.550857 25.706847 34.620907 0.050699 0.620137 -0.010320 0.782785
1317388364.674281597 250.857110 25.835252 33.677611 0.050699 0.620137 -0.010320 0.782785
1317388364.778031588 251.185064 25.988670 32.745423 0.051428 0.617281 -0.010002 0.784996
1317388364.881782055 251.498429 26.124478 31.805527 0.051428 0.617281 -0.010002 0.784996
1317388364.985539675 251.818936 26.273559 30.870017 0.051034 0.614665 -0.010143 0.787070
1317388365.089416742 252.150326 26.380189 29.932475 0.051034 0.614665 -0.010143 0.787070
1317388365.193211555 252.486187 26.507099 28.999068 0.051034 0.614665 -0.010143 0.787070
1317388365.296802282 252.806067 26.609151 28.057122 0.050680 0.612054 -0.010101 0.789126
1317388365.504304886 253.367907 26.739874 26.147381 0.050680 0.612054 -0.010101 0.789126
1317388365.608160496 253.706921 26.907273 25.221593 0.050899 0.609497 -0.011054 0.791075
1317388365.711910009 254.062617 27.076051 24.302341 0.050899 0.609497 -0.011054 0.791075
1317388365.919483185 254.715839 27.251660 22.420783 0.049864 0.601775 -0.012445 0.797010
1317388366.127064228 255.489570 26.628376 21.068803 0.049410 0.599255 -0.012293 0.798938
1317388366.334532738 256.146212 27.060353 19.244963 0.049954 0.596485 -0.012189 0.800976
1317388366.542034864 256.749747 27.240397 17.348900 0.049954 0.596485 -0.012189 0.800976
1317388366.749642849 257.454555 27.532602 15.509156 0.051755 0.589063 -0.013990 0.806307
1317388366.853222132 257.819639 27.740558 14.601661 0.051755 0.589063 -0.013990 0.806307
1317388366.957093477 258.222519 27.927472 13.705665 0.050780 0.587229 -0.014564 0.807695
1317388367.164545536 259.035155 28.350136 11.927888 0.051403 0.586128 -0.015263 0.808442
1317388367.268403292 259.428822 28.465263 11.015840 0.051403 0.586128 -0.015263 0.808442
1317388367.372235537 259.819575 28.591773 10.104068 0.051403 0.586128 -0.015263 0.808442
1317388367.579753876 260.597775 28.846804 8.279796 0.052443 0.583489 -0.014661 0.810293
1317388367.683432341 260.979433 28.971543 7.363903 0.052443 0.583489 -0.014661 0.810293
1317388367.787167072 261.382954 29.097023 6.457473 0.051859 0.582072 -0.013628 0.811367
1317388367.890908718 261.777012 29.230797 5.548138 0.051859 0.582072 -0.013628 0.811367
1317388368.098398447 262.583398 29.458239 3.732385 0.053716 0.575886 -0.013612 0.815650
1317388368.202148199 263.004487 29.609528 2.838012 0.053716 0.575886 -0.013612 0.815650
1317388368.306152582 263.426651 29.741568 1.941092 0.053604 0.573226 -0.013617 0.817528
1317388368.410715103 263.842492 29.831976 1.036094 0.053604 0.573226 -0.013617 0.817528
1317388368.513580322 264.284133 30.004665 0.155592 0.053604 0.573226 -0.013617 0.817528
1317388368.617367268 264.730914 30.065986 -0.736995 0.054610 0.569110 -0.013161 0.820340
1317388368.721030951 265.153242 30.138337 -1.640593 0.054610 0.569110 -0.013161 0.820340
1317388368.824683428 265.542103 30.227497 -2.557703 0.054141 0.564634 -0.013038 0.823461
1317388368.928412437 265.952048 30.353962 -3.461129 0.054141 0.564634 -0.013038 0.823461
1317388369.136128426 266.775690 31.381855 -4.181702 0.053901 0.560281 -0.014569 0.826418
1317388369.239702463 267.242183 31.556291 -5.048942 0.053901 0.560281 -0.014569 0.826418
1317388369.343469381 267.652540 31.651242 -5.956005 0.053901 0.560281 -0.014569 0.826418
1317388369.551077366 268.493760 32.609811 -7.223567 0.052151 0.552279 -0.016087 0.831871
1317388369.654815674 268.942367 32.758528 -8.104913 0.051535 0.548895 -0.016133 0.834145
1317388369.758528948 269.431908 32.852426 -8.971932 0.051535 0.548895 -0.016133 0.834145
1317388369.862329960 269.910790 32.919040 -9.847311 0.051535 0.548895 -0.016133 0.834145
1317388370.069967270 270.776603 33.099613 -11.640558 0.051502 0.542101 -0.017751 0.838546
1317388370.173704386 271.264348 33.236789 -12.502753 0.051502 0.542101 -0.017751 0.838546
1317388370.277559042 271.748490 33.353502 -13.370014 0.050932 0.538502 -0.017521 0.840901
1317388370.381303072 272.233144 33.492174 -14.233743 0.050932 0.538502 -0.017521 0.840901
1317388370.485068560 272.742033 33.601015 -15.087832 0.049912 0.534694 -0.017006 0.843399
1317388370.589725256 273.239985 33.710783 -15.948190 0.049912 0.534694 -0.017006 0.843399
1317388370.692556143 273.737924 33.865931 -16.801491 0.049912 0.534694 -0.017006 0.843399
1317388370.796438217 274.243064 33.968322 -17.658500 0.049616 0.530771 -0.017494 0.845881
1317388370.900166512 274.735148 34.031228 -18.526823 0.049616 0.530771 -0.017494 0.845881
1317388371.004219294 275.281773 34.307482 -19.317405 0.049616 0.530771 -0.017494 0.845881
1317388371.107754469 275.783542 34.442462 -20.171862 0.049051 0.526985 -0.017975 0.848268
1317388371.211441994 276.309240 34.599949 -21.007895 0.049051 0.526985 -0.017975 0.848268
1317388371.315198898 276.848361 34.722157 -21.841313 0.049098 0.523084 -0.018276 0.850669
1317388371.418941736 277.358790 34.831035 -22.694371 0.049098 0.523084 -0.018276 0.850669
1317388371.522686720 277.872419 34.905506 -23.549230 0.049098 0.523084 -0.018276 0.850669
1317388371.626537800 278.386701 35.010505 -24.400504 0.048078 0.519787 -0.018041 0.852751
1317388371.730347633 278.918123 35.142144 -25.237411 0.048078 0.519787 -0.018041 0.852751
1317388371.834035397 279.439893 35.270664 -26.080836 0.048078 0.519787 -0.018041 0.852751
1317388372.041830540 280.517560 35.654940 -27.703262 0.044587 0.516412 -0.017338 0.855003
1317388372.145573616 281.061280 35.772894 -28.534253 0.043653 0.515406 -0.016797 0.855669
1317388372.353203058 282.161195 35.965307 -30.193297 0.043653 0.515406 -0.016797 0.855669
1317388372.560830832 283.218003 36.165272 -31.877700 0.045649 0.513711 -0.017446 0.856570
1317388372.664576054 283.765163 36.281168 -32.706699 0.045320 0.512933 -0.016605 0.857071
1317388372.768279076 284.287929 36.381823 -33.553265 0.045320 0.512933 -0.016605 0.857071
1317388372.872158527 284.800555 36.456707 -34.408631 0.045320 0.512933 -0.016605 0.857071
1317388372.976096392 285.359377 36.543985 -35.233418 0.043919 0.512401 -0.015885 0.857475
1317388373.183454990 286.455723 36.772139 -36.890498 0.043919 0.512401 -0.015885 0.857475
1317388373.287308455 286.997803 36.910827 -37.719302 0.043782 0.512142 -0.016134 0.857633
1317388373.391047239 287.521983 37.078789 -38.554228 0.043782 0.512142 -0.016134 0.857633
1317388373.494825602 288.068987 37.152516 -39.388211 0.042953 0.511970 -0.015453 0.857790
1317388373.598533392 288.628380 37.250438 -40.211398 0.042953 0.511970 -0.015453 0.857790
1317388373.702496290 289.180954 37.356728 -41.038099 0.042953 0.511970 -0.015453 0.857790
1317388373.806152821 289.733130 37.474935 -41.863441 0.042364 0.511540 -0.015177 0.858080
1317388373.909916639 290.299163 37.562442 -42.683265 0.042364 0.511540 -0.015177 0.858080
1317388374.117575645 291.311760 37.788269 -44.390057 0.040912 0.510092 -0.013880 0.859034
1317388374.221191168 291.872054 37.853607 -45.215822 0.040912 0.510092 -0.013880 0.859034
1317388374.324862480 292.416266 37.943122 -46.050044 0.040432 0.508920 -0.013635 0.859756
1317388374.428571939 292.955921 38.069742 -46.882449 0.040432 0.508920 -0.013635 0.859756
1317388374.532291651 293.517841 38.174157 -47.703147 0.040432 0.508920 -0.013635 0.859756
1317388374.636015892 294.067406 38.298374 -48.529397 0.040432 0.508920 -0.013635 0.859756
1317388374.739701271 294.624252 38.410095 -49.352528 0.040432 0.508920 -0.013635 0.859756
1317388374.843325853 295.181096 38.505455 -50.177671 0.040432 0.508920 -0.013635 0.859756
1317388374.948193073 295.749755 38.586760 -50.996254 0.040240 0.505902 -0.014038 0.861537
1317388375.050687075 296.306151 38.666034 -51.823475 0.040240 0.505902 -0.014038 0.861537
1317388375.154424429 296.882773 38.744772 -52.636810 0.038941 0.502515 -0.013581 0.863584
1317388375.258357525 297.427155 38.996177 -53.437251 0.038941 0.502515 -0.013581 0.863584
1317388375.362067699 297.972503 39.140755 -54.262912 0.038941 0.502515 -0.013581 0.863584
1317388375.466674805 298.535400 39.292827 -55.075425 0.039714 0.497889 -0.013377 0.866228
1317388375.569463730 299.115529 39.396672 -55.883397 0.039714 0.497889 -0.013377 0.866228
1317388375.674878597 299.680314 39.485226 -56.703965 0.039892 0.492973 -0.013083 0.869031
1317388375.880737543 300.869880 39.334433 -58.304162 0.039892 0.492973 -0.013083 0.869031
1317388375.984448195 301.435157 39.418216 -59.124847 0.039270 0.487931 -0.012986 0.871902
1317388376.191919088 302.386276 38.660855 -60.146520 0.039270 0.487931 -0.012986 0.871902
1317388376.399420738 303.655968 38.311494 -61.649994 0.035688 0.477929 -0.010228 0.877613
1317388376.607087374 304.926859 37.662925 -63.033988 0.036552 0.466692 -0.006873 0.883637
1317388376.710662842 305.567602 37.679642 -63.801633 0.036552 0.466692 -0.006873 0.883637
1317388376.814194441 306.199079 37.845121 -64.559421 0.035782 0.460647 -0.006041 0.886841
1317388376.917860985 306.860624 38.128054 -65.254186 0.035782 0.460647 -0.006041 0.886841
1317388377.021615744 307.499087 38.253898 -66.013622 0.035782 0.460647 -0.006041 0.886841
1317388377.125322819 308.130055 38.376604 -66.779851 0.035432 0.454549 -0.005169 0.890002
1317388377.229046106 308.774012 38.523548 -67.530824 0.035432 0.454549 -0.005169 0.890002
1317388377.332796574 309.418588 38.651593 -68.284681 0.035432 0.454549 -0.005169 0.890002
1317388377.436545849 310.084417 38.824033 -69.010740 0.035180 0.449337 -0.005865 0.892650
1317388377.540297031 310.745007 38.939938 -69.752602 0.035180 0.449337 -0.005865 0.892650
