# SLAM estimated trajectory — TUM format
# timestamp tx ty tz qx qy qz qw
1317388336.755083084 -36.200336 6.241351 3.451738 -0.005902 -0.046498 0.014308 0.998798
1317388336.865249872 -37.231446 6.212931 3.550044 -0.005902 -0.046498 0.014308 0.998798
1317388336.964998007 -38.192208 6.188865 3.643132 -0.005612 -0.046846 0.016635 0.998748
1317388337.074944258 -39.266967 6.162287 3.750349 -0.005929 -0.047162 0.018022 0.998707
1317388337.174942732 -40.260667 6.139489 3.851433 -0.005745 -0.046552 0.018487 0.998728
1317388337.275100470 -41.262038 6.113424 3.950486 -0.005588 -0.045797 0.018596 0.998762
1317388337.385099888 -42.375465 6.075275 4.057382 -0.004835 -0.045477 0.018824 0.998776
1317388337.484955549 -43.394488 6.036932 4.155337 -0.002652 -0.046050 0.020644 0.998722
1317388337.594937563 -44.520420 5.992325 4.266016 -0.002652 -0.046050 0.020644 0.998722
1317388337.694949627 -45.543999 5.948240 4.368899 -0.001903 -0.045116 0.022362 0.998730
1317388337.794959784 -46.566597 5.901750 4.470546 -0.001415 -0.043074 0.024363 0.998774
1317388337.905120134 -47.690298 5.844009 4.578387 -0.000196 -0.041085 0.027035 0.998790
1317388338.004955292 -48.709909 5.784226 4.670329 0.000262 -0.039904 0.031114 0.998719
1317388338.114960432 -49.838281 5.703102 4.770570 0.001365 -0.041048 0.035993 0.998508
1317388338.214947939 -50.871241 5.607369 4.861581 0.002492 -0.042786 0.042104 0.998194
1317388338.314923763 -51.896143 5.494525 4.952942 0.002606 -0.042675 0.047658 0.997948
1317388338.425179720 -53.020369 5.366040 5.054175 0.001944 -0.040258 0.052800 0.997791
1317388338.524922609 -54.031665 5.227945 5.136778 0.000153 -0.037679 0.057705 0.997622
1317388338.624939203 -55.044342 5.090908 5.220937 -0.000436 -0.038283 0.061303 0.997385
1317388338.734932899 -56.156772 4.931096 5.313701 -0.000413 -0.040776 0.064374 0.997092
1317388338.834924221 -57.170188 4.786504 5.407091 -0.001564 -0.044604 0.067069 0.996750
1317388338.944963932 -58.285442 4.618601 5.517234 -0.001499 -0.044805 0.069885 0.996547
1317388339.044977665 -59.301134 4.462063 5.617140 -0.001284 -0.043366 0.073023 0.996386
1317388339.144975662 -60.318628 4.301105 5.706806 -0.001491 -0.040459 0.075653 0.996312
1317388339.255071878 -61.439943 4.118154 5.793008 -0.001657 -0.038963 0.078155 0.996178
1317388339.355109453 -62.460218 3.948674 5.874419 -0.002148 -0.039269 0.080919 0.995945
1317388339.454982996 -63.477214 3.767298 5.952961 -0.002126 -0.040119 0.083749 0.995677
1317388339.564920902 -64.596731 3.560101 6.045327 -0.001514 -0.041335 0.086977 0.995351
1317388339.664896011 -65.612998 3.358743 6.135725 -0.000998 -0.041648 0.090774 0.995000
1317388339.775062084 -66.733715 3.133607 6.240557 -0.000889 -0.041104 0.094303 0.994694
1317388339.875142336 -67.751907 2.917888 6.333792 -0.001083 -0.040755 0.098527 0.994299
1317388339.974931240 -68.773101 2.696881 6.426479 -0.000872 -0.041327 0.102647 0.993859
1317388340.084912062 -69.897688 2.442099 6.529799 -0.000454 -0.041842 0.106822 0.993397
1317388340.184939861 -70.922529 2.202348 6.625491 -0.000235 -0.042215 0.111484 0.992869
1317388340.294894457 -72.051366 1.927671 6.730871 0.000083 -0.042676 0.115726 0.992364
1317388340.395071507 -73.079939 1.668794 6.828653 0.000644 -0.043398 0.120669 0.991743
1317388340.494891644 -74.109867 1.400294 6.929013 0.001034 -0.043147 0.125179 0.991195
1317388340.604917049 -75.238370 1.079323 7.044128 0.001479 -0.042525 0.129744 0.990634
1317388340.704931974 -76.266096 0.778149 7.147052 0.001674 -0.041990 0.134780 0.989984
1317388340.804872274 -77.297260 0.459605 7.255606 0.002432 -0.042288 0.139307 0.989343
1317388340.915091038 -78.436259 0.102823 7.372367 0.002675 -0.043133 0.143871 0.988652
1317388341.014881372 -79.472971 -0.236652 7.483698 0.001971 -0.043265 0.148449 0.987971
1317388341.124870300 -80.615888 -0.607835 7.606334 0.001675 -0.042763 0.152174 0.987427
1317388341.224856377 -81.655511 -0.955587 7.719983 0.001130 -0.042869 0.155882 0.986844
1317388341.324878454 -82.698516 -1.309291 7.829451 0.001272 -0.043355 0.159183 0.986296
1317388341.434899330 -83.846880 -1.708394 7.951583 0.001170 -0.044652 0.162666 0.985670
1317388341.534877539 -84.892723 -2.082827 8.063324 0.001605 -0.046016 0.166368 0.984988
1317388341.634871721 -85.938138 -2.471247 8.175539 0.001536 -0.046581 0.169703 0.984393
1317388341.744871616 -87.093426 -2.898236 8.307847 0.001482 -0.045766 0.172935 0.983868
1317388341.844878197 -88.143472 -3.292990 8.419542 0.001653 -0.045148 0.176595 0.983246
1317388341.955121040 -89.299271 -3.737375 8.542298 0.002213 -0.045185 0.179875 0.982649
1317388342.054910660 -90.354361 -4.149078 8.653764 0.002690 -0.045187 0.183297 0.982015
1317388342.154857159 -91.415295 -4.568867 8.764481 0.003258 -0.045140 0.186137 0.981481
1317388342.264895678 -92.583680 -5.037272 8.887007 0.003661 -0.044919 0.188577 0.981024
1317388342.365115881 -93.645487 -5.473351 9.002073 0.005072 -0.044865 0.191325 0.980488
1317388342.464907646 -94.709076 -5.914552 9.123304 0.006983 -0.045996 0.194001 0.979898
1317388342.574833393 -95.880811 -6.406596 9.263575 0.009259 -0.046739 0.197056 0.979234
1317388342.674884796 -96.945987 -6.863642 9.389474 0.012062 -0.046331 0.201446 0.978329
1317388342.784833431 -98.116857 -7.381604 9.528005 0.014308 -0.045903 0.206559 0.977252
1317388342.884993792 -99.179657 -7.869281 9.654163 0.015931 -0.044903 0.212610 0.975975
1317388342.984890938 -100.238667 -8.370647 9.776598 0.015862 -0.043455 0.217955 0.974862
1317388343.094841480 -101.400878 -8.938913 9.905149 0.015667 -0.043108 0.223343 0.973660
1317388343.194848537 -102.454879 -9.467991 10.024990 0.015642 -0.044498 0.229524 0.972159
1317388343.294840574 -103.506008 -10.010049 10.148309 0.016176 -0.044970 0.235339 0.970738
1317388343.404870987 -104.659142 -10.618072 10.290913 0.016496 -0.045638 0.241027 0.969304
1317388343.504824400 -105.702925 -11.184208 10.421769 0.017730 -0.044661 0.247428 0.967714
1317388343.604818821 -106.742897 -11.767517 10.547163 0.018321 -0.043778 0.253338 0.966213
1317388343.714838982 -107.881998 -12.425278 10.684121 0.018476 -0.043521 0.259169 0.964674
1317388343.814838648 -108.913198 -13.040205 10.810033 0.018516 -0.044223 0.265456 0.962930
1317388343.925044775 -110.041887 -13.731415 10.950835 0.018150 -0.045008 0.271018 0.961350
1317388344.024834156 -111.064298 -14.374879 11.079371 0.017724 -0.045745 0.276991 0.959619
1317388344.124820709 -112.083373 -15.031305 11.210379 0.017405 -0.045861 0.282230 0.958092
1317388344.234839678 -113.199948 -15.766929 11.354401 0.016732 -0.045045 0.286986 0.956729
1317388344.334812641 -114.211467 -16.446985 11.481441 0.016528 -0.043555 0.291714 0.955371
1317388344.434843063 -115.218933 -17.135324 11.605750 0.016689 -0.043468 0.295731 0.954136
1317388344.544873953 -116.323726 -17.903638 11.744155 0.017943 -0.044294 0.299730 0.952826
1317388344.644808292 -117.321882 -18.609727 11.874216 0.019675 -0.044919 0.303746 0.951490
1317388344.755004644 -118.414018 -19.393377 12.020724 0.020545 -0.045865 0.306938 0.950402
1317388344.854998827 -119.400665 -20.110217 12.158582 0.021959 -0.046916 0.310007 0.949322
1317388344.954972744 -120.381459 -20.830197 12.300102 0.023162 -0.046322 0.312470 0.948515
1317388345.064770937 -121.452859 -21.623804 12.451782 0.023230 -0.044442 0.314671 0.947875
1317388345.164811850 -122.420019 -22.346632 12.583490 0.024232 -0.041960 0.316790 0.947257
1317388345.264845610 -123.380338 -23.070929 12.712146 0.024798 -0.040919 0.318550 0.946698
1317388345.374937773 -124.430198 -23.867576 12.852961 0.025507 -0.040489 0.320020 0.946201
1317388345.474791288 -125.376973 -24.591093 12.979420 0.026100 -0.039155 0.321470 0.945750
1317388345.584788561 -126.413373 -25.381925 13.109035 0.026472 -0.038074 0.322657 0.945379
1317388345.684789419 -127.333475 -26.093205 13.233084 0.027780 -0.037560 0.323875 0.944946
1317388345.784806967 -128.243114 -26.799247 13.359100 0.028637 -0.036902 0.325176 0.944499
1317388345.895004511 -129.237133 -27.581832 13.490836 0.029774 -0.035292 0.326477 0.944077
1317388345.994789124 -130.125442 -28.291578 13.603196 0.030429 -0.034197 0.327660 0.943686
1317388346.094779730 -131.009235 -28.995144 13.714457 0.031436 -0.033719 0.328591 0.943347
1317388346.204799414 -131.967534 -29.763165 13.836993 0.032205 -0.033943 0.329264 0.943078
1317388346.304812670 -132.822996 -30.464304 13.947949 0.032479 -0.034543 0.329590 0.942933
1317388346.414804935 -133.753799 -31.229065 14.068974 0.032185 -0.035186 0.329451 0.942968
1317388346.514788389 -134.598950 -31.914947 14.179685 0.031217 -0.035976 0.328299 0.943372
1317388346.614775181 -135.443085 -32.592923 14.289527 0.030300 -0.036863 0.326194 0.944098
1317388346.724779367 -136.382077 -33.326617 14.402007 0.029677 -0.037677 0.323645 0.944962
1317388346.824809551 -137.236202 -33.984475 14.507362 0.029386 -0.038078 0.320424 0.946052
1317388346.924925327 -138.090898 -34.634715 14.610566 0.028779 -0.037959 0.316938 0.947249
1317388347.034775972 -139.034552 -35.336838 14.724342 0.027836 -0.037806 0.312836 0.948646
1317388347.134675503 -139.895589 -35.965703 14.825836 0.027585 -0.037882 0.307868 0.950274
1317388347.244754314 -140.846211 -36.643864 14.939428 0.027223 -0.037971 0.302997 0.951845
1317388347.344753027 -141.716250 -37.246116 15.038145 0.026811 -0.038814 0.297385 0.953591
1317388347.444834709 -142.594776 -37.829514 15.136374 0.026382 -0.040487 0.291891 0.955230
1317388347.554887533 -143.572464 -38.459166 15.241695 0.025776 -0.041755 0.285909 0.957000
1317388347.654927015 -144.467279 -39.020128 15.338747 0.024615 -0.041974 0.278777 0.959122
1317388347.764733791 -145.457841 -39.619194 15.443519 0.023504 -0.041310 0.271887 0.961155
1317388347.864835978 -146.359666 -40.154667 15.527891 0.022741 -0.040545 0.264417 0.963287
1317388347.964780807 -147.260870 -40.674165 15.612965 0.022802 -0.040343 0.257864 0.965069
1317388348.074736118 -148.253209 -41.227541 15.704888 0.022938 -0.040729 0.251460 0.966738
1317388348.174744368 -149.152164 -41.714155 15.794815 0.023217 -0.041241 0.244510 0.968491
1317388348.274904728 -150.052251 -42.184933 15.883215 0.024077 -0.041436 0.238165 0.970042
1317388348.384988308 -151.036749 -42.686302 15.987956 0.024577 -0.041515 0.231941 0.971533
1317388348.484713316 -151.930978 -43.126072 16.080293 0.023707 -0.040704 0.225040 0.973210
1317388348.594730377 -152.910375 -43.593742 16.181157 0.023427 -0.039095 0.219142 0.974628
1317388348.694700718 -153.798327 -44.006106 16.266964 0.022567 -0.038860 0.212563 0.976114
1317388348.794710398 -154.682602 -44.403967 16.354464 0.021712 -0.039566 0.206415 0.977423
1317388348.904830217 -155.652744 -44.824688 16.451697 0.021001 -0.040476 0.200547 0.978622
1317388349.004728317 -156.526515 -45.201815 16.541548 0.020842 -0.040568 0.194214 0.979898
1317388349.104773045 -157.397621 -45.565973 16.631047 0.020528 -0.039579 0.188449 0.981070
1317388349.214712620 -158.352372 -45.952313 16.725534 0.020167 -0.038601 0.182879 0.982170
1317388349.314700365 -159.218092 -46.289781 16.808884 0.020334 -0.038031 0.177045 0.983257
1317388349.424905777 -160.165119 -46.649052 16.898945 0.019839 -0.038397 0.171981 0.984152
1317388349.524701118 -161.017472 -46.960824 16.979122 0.019386 -0.038173 0.166539 0.985105
1317388349.624693394 -161.851718 -47.260450 17.050250 0.018896 -0.037224 0.161688 0.985959
1317388349.734709024 -162.768687 -47.576182 17.129997 0.018171 -0.035897 0.156454 0.986865
1317388349.834707499 -163.582820 -47.851103 17.199173 0.017288 -0.035361 0.150875 0.987769
1317388349.934744120 -164.397318 -48.114464 17.269463 0.017205 -0.035501 0.145479 0.988575
1317388350.044839144 -165.288295 -48.386361 17.345335 0.015839 -0.035250 0.139868 0.989416
1317388350.144696236 -166.098912 -48.616340 17.412878 0.015016 -0.033724 0.132859 0.990447
1317388350.254829884 -166.981785 -48.855806 17.481243 0.013984 -0.032282 0.126161 0.991386
1317388350.354757786 -167.781741 -49.060054 17.540745 0.013135 -0.032181 0.117988 0.992406
1317388350.454717159 -168.579900 -49.250494 17.598264 0.012483 -0.032692 0.110584 0.993251
1317388350.564707994 -169.456862 -49.444255 17.662692 0.012513 -0.033399 0.103158 0.994025
1317388350.664745331 -170.256293 -49.609420 17.724132 0.012731 -0.033846 0.094736 0.994845
1317388350.774854660 -171.135268 -49.775762 17.791246 0.012189 -0.032823 0.086744 0.995615
1317388350.874883175 -171.935922 -49.913065 17.850580 0.012060 -0.030323 0.069735 0.997032
1317388350.974704981 -172.736224 -50.032929 17.912493 0.012060 -0.030323 0.069735 0.997032
1317388351.084688425 -173.621082 -50.151518 17.979927 0.012386 -0.028991 0.062027 0.997576
1317388351.184664488 -174.422453 -50.242431 18.049637 0.012607 -0.028009 0.054208 0.998057
1317388351.284669638 -175.227899 -50.321408 18.106469 0.013341 -0.027225 0.047799 0.998397
1317388351.394912481 -176.117270 -50.397704 18.166930 0.013694 -0.027056 0.041743 0.998668
1317388351.494665623 -176.930711 -50.460608 18.220724 0.013267 -0.027010 0.034915 0.998937
1317388351.604706049 -177.827801 -50.516467 18.280574 0.012658 -0.026671 0.028587 0.999155
1317388351.704672575 -178.648249 -50.556358 18.331104 0.012166 -0.026399 0.021924 0.999337
1317388351.804670095 -179.473489 -50.582974 18.376979 0.012563 -0.026489 0.016099 0.999441
1317388351.914730072 -180.391993 -50.606244 18.419097 0.013206 -0.026916 0.010915 0.999491
1317388352.014668226 -181.234013 -50.622871 18.460852 0.013559 -0.027282 0.005953 0.999518
1317388352.114655018 -182.085072 -50.631507 18.502698 0.013331 -0.027040 0.002356 0.999543
1317388352.224709034 -183.031822 -50.639866 18.551957 0.013374 -0.025476 -0.001008 0.999585
1317388352.324650764 -183.903455 -50.640633 18.592078 0.012262 -0.023105 -0.004699 0.999647
1317388352.434699297 -184.873888 -50.635292 18.633309 0.011351 -0.021649 -0.008294 0.999667
1317388352.534673691 -185.768118 -50.621019 18.668501 0.010543 -0.020682 -0.012216 0.999656
1317388352.634667158 -186.673917 -50.601608 18.704668 0.010010 -0.019547 -0.015868 0.999633
1317388352.744660854 -187.682929 -50.570772 18.742099 0.009944 -0.018197 -0.019588 0.999593
1317388352.844644785 -188.612258 -50.535987 18.774299 0.010550 -0.017040 -0.023886 0.999514
1317388352.944746971 -189.551749 -50.491705 18.805384 0.010938 -0.016606 -0.028030 0.999409
1317388353.054670334 -190.598002 -50.430448 18.838923 0.011207 -0.016632 -0.032386 0.999274
1317388353.154681921 -191.559878 -50.366532 18.869733 0.012643 -0.016964 -0.037530 0.999071
1317388353.264667511 -192.630667 -50.283955 18.904934 0.013233 -0.017511 -0.042564 0.998853
1317388353.364722252 -193.614605 -50.196876 18.941098 0.013443 -0.018599 -0.048850 0.998542
1317388353.464739323 -194.607344 -50.084287 18.984999 0.012645 -0.019190 -0.055672 0.998185
1317388353.574645996 -195.710790 -49.943411 19.031918 0.011067 -0.018440 -0.064047 0.997715
1317388353.674618006 -196.722284 -49.788920 19.072385 0.009581 -0.016574 -0.074495 0.997038
1317388353.784671307 -197.843855 -49.601143 19.111903 0.008448 -0.015693 -0.084693 0.996248
1317388353.884711266 -198.866131 -49.396137 19.152949 0.007807 -0.014935 -0.096481 0.995192
1317388353.984656811 -199.895871 -49.169136 19.192469 0.007518 -0.014182 -0.107277 0.994100
1317388354.094639301 -201.034987 -48.890716 19.235206 0.007800 -0.013042 -0.118082 0.992888
1317388354.194643021 -202.077409 -48.614605 19.267860 0.007375 -0.010878 -0.130107 0.991413
1317388354.304633379 -203.234206 -48.274764 19.300830 0.007254 -0.008774 -0.141043 0.989938
1317388354.404825211 -204.288124 -47.941572 19.323138 0.006841 -0.006666 -0.153203 0.988149
1317388354.504725933 -205.343967 -47.582436 19.341601 0.006054 -0.006347 -0.164053 0.986413
1317388354.614672422 -206.511667 -47.152971 19.355955 0.006159 -0.007335 -0.174729 0.984570
1317388354.714636326 -207.575040 -46.738887 19.373349 0.006119 -0.007788 -0.185860 0.982526
1317388354.814615726 -208.644160 -46.293430 19.389370 0.007043 -0.006932 -0.195656 0.980623
1317388354.924880743 -209.825637 -45.775212 19.400917 0.007068 -0.005686 -0.205262 0.978665
1317388355.024615288 -210.900914 -45.275471 19.411703 0.007032 -0.004945 -0.215901 0.976377
1317388355.134597301 -212.078322 -44.706126 19.427019 0.006579 -0.004324 -0.225635 0.974180
1317388355.234612465 -213.147767 -44.158638 19.439865 0.006412 -0.003619 -0.236400 0.971628
1317388355.334607840 -214.213295 -43.589504 19.453612 0.005306 -0.003656 -0.246083 0.969227
1317388355.444687366 -215.383549 -42.930126 19.468913 0.004567 -0.003696 -0.255606 0.966763
1317388355.544613361 -216.446560 -42.302433 19.481729 0.004271 -0.004788 -0.265783 0.964012
1317388355.644622564 -217.506691 -41.650719 19.499992 0.003027 -0.005415 -0.274781 0.961487
1317388355.754711151 -218.664639 -40.902753 19.528995 0.002852 -0.005975 -0.283840 0.958849
1317388355.854828119 -219.713890 -40.198698 19.554156 0.002439 -0.007333 -0.293696 0.955868
1317388355.964656353 -220.862606 -39.391845 19.587248 0.001489 -0.009469 -0.302522 0.953094
1317388356.064653873 -221.903176 -38.635538 19.622388 0.000244 -0.012326 -0.311856 0.950049
1317388356.164574385 -222.937397 -37.854139 19.667141 -0.001086 -0.014455 -0.320165 0.947251
1317388356.274763346 -224.071905 -36.969200 19.720192 -0.003604 -0.016809 -0.337599 0.941133
1317388356.374720335 -225.098273 -36.134494 19.780662 -0.003604 -0.016809 -0.337599 0.941133
1317388356.474654198 -226.115426 -35.276918 19.841422 -0.002842 -0.016326 -0.353852 0.935155
1317388356.584579945 -227.222484 -34.307619 19.905750 -0.002842 -0.016326 -0.353852 0.935155
1317388356.684581041 -228.219351 -33.405931 19.965381 -0.002804 -0.019004 -0.362529 0.931775
1317388356.794577122 -229.310762 -32.390778 20.040405 -0.003285 -0.021158 -0.370204 0.928704
1317388356.894830465 -230.295918 -31.445694 20.105316 -0.004371 -0.020498 -0.378777 0.925251
1317388356.994581938 -231.270424 -30.478288 20.165405 -0.005290 -0.019995 -0.386893 0.921893
1317388357.104588032 -232.327288 -29.385235 20.235394 -0.007114 -0.020666 -0.395148 0.918358
1317388357.204556465 -233.275030 -28.366127 20.304822 -0.007587 -0.022181 -0.404048 0.914437
1317388357.304595470 -234.212383 -27.324295 20.380293 -0.008056 -0.023115 -0.412034 0.910840
1317388357.414710283 -235.224104 -26.154725 20.466854 -0.008216 -0.024853 -0.420168 0.907069
1317388357.514596224 -236.133999 -25.064258 20.555647 -0.009513 -0.027697 -0.429816 0.902442
1317388357.624636412 -237.108074 -23.839629 20.661466 -0.010942 -0.028735 -0.439763 0.897587
1317388357.724501848 -237.975702 -22.696114 20.759521 -0.012364 -0.028208 -0.451994 0.891489
1317388357.824577570 -238.812525 -21.527807 20.860614 -0.014490 -0.028063 -0.463895 0.885327
1317388357.934684992 -239.702847 -20.210481 20.977131 -0.016128 -0.028335 -0.475883 0.878904
1317388358.034538746 -240.476452 -18.985999 21.083963 -0.017858 -0.028917 -0.488888 0.871684
1317388358.144556284 -241.293693 -17.609794 21.207929 -0.018279 -0.029317 -0.500464 0.865068
1317388358.244535685 -241.998509 -16.335841 21.323446 -0.018749 -0.029668 -0.513061 0.857634
1317388358.344570398 -242.670921 -15.040641 21.441862 -0.019303 -0.031543 -0.524346 0.850702
1317388358.454561710 -243.372680 -13.589559 21.581640 -0.019987 -0.033707 -0.535241 0.843790
1317388358.554516792 -243.976481 -12.253573 21.714508 -0.020559 -0.035109 -0.546670 0.836359
1317388358.654550076 -244.551295 -10.898487 21.851909 -0.020935 -0.036035 -0.556705 0.829664
1317388358.764517784 -245.143030 -9.392103 22.002997 -0.020740 -0.036747 -0.566181 0.823200
1317388358.864579201 -245.651783 -8.005988 22.141361 -0.020710 -0.037411 -0.575965 0.816355
1317388358.974554300 -246.175766 -6.467314 22.294160 -0.020650 -0.038682 -0.584396 0.810283
1317388359.074497700 -246.625136 -5.054088 22.437866 -0.020874 -0.040320 -0.593308 0.803694
1317388359.174509287 -247.044278 -3.631880 22.586685 -0.021219 -0.042234 -0.601142 0.797743
1317388359.284502029 -247.474952 -2.055165 22.760543 -0.021861 -0.043299 -0.608976 0.791704
1317388359.384568691 -247.836602 -0.614550 22.917069 -0.021926 -0.043441 -0.617530 0.785040
1317388359.484502316 -248.170669 0.826759 23.072253 -0.022304 -0.042800 -0.625580 0.778666
1317388359.594474554 -248.503187 2.409662 23.242543 -0.022858 -0.041039 -0.633836 0.772039
1317388359.694564581 -248.771393 3.842732 23.393594 -0.023630 -0.038829 -0.642954 0.764555
1317388359.804514170 -249.028677 5.411048 23.553938 -0.024511 -0.036903 -0.651007 0.757778
1317388359.904723883 -249.227930 6.829295 23.699116 -0.025841 -0.037083 -0.659580 0.750274
1317388360.004490376 -249.396784 8.243586 23.847591 -0.027537 -0.036758 -0.667354 0.743324
1317388360.114497423 -249.545261 9.788685 24.009891 -0.027736 -0.035653 -0.675376 0.736089
1317388360.214457989 -249.646390 11.185588 24.152890 -0.027433 -0.033984 -0.684724 0.727493
1317388360.314474821 -249.712730 12.571098 24.291770 -0.026867 -0.032196 -0.693301 0.719427
1317388360.424697876 -249.748947 14.083235 24.438998 -0.026515 -0.030843 -0.701676 0.711335
1317388360.524485826 -249.745544 15.444560 24.567291 -0.025947 -0.029887 -0.710737 0.702343
1317388360.624622822 -249.711655 16.793650 24.693646 -0.025779 -0.029505 -0.718662 0.694255
1317388360.734499693 -249.637716 18.261690 24.829555 -0.025111 -0.029717 -0.726309 0.686267
1317388360.834488630 -249.539542 19.581484 24.952434 -0.024957 -0.030504 -0.734528 0.677433
